"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"349","GO:0051057~positive regulation of small GTPase mediated signal transduction",2,"2/90","71/18669",0.0460864486385107,0.274468967446259,5.84319248826291,"ENSG00000198121/ENSG00000108061","LPAR1/SHOC2","GO_BP"
"350","GO:0007009~plasma membrane organization",3,"3/90","166/18669",0.0462708401376085,0.274468967446259,3.74879518072289,"ENSG00000082397/ENSG00000105974/ENSG00000105971","EPB41L3/CAV1/CAV2","GO_BP"
"351","GO:0051494~negative regulation of cytoskeleton organization",3,"3/90","166/18669",0.0462708401376085,0.274468967446259,3.74879518072289,"ENSG00000105976/ENSG00000129682/ENSG00000134982","MET/FGF13/APC","GO_BP"
"352","GO:0003253~cardiac neural crest cell migration involved in outflow tract morphogenesis",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000164093","PITX2","GO_BP"
"353","GO:0009113~purine nucleobase biosynthetic process",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000182199","SHMT2","GO_BP"
"354","GO:0009629~response to gravity",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000106089","STX1A","GO_BP"
"355","GO:0016081~synaptic vesicle docking",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000106089","STX1A","GO_BP"
"356","GO:0032261~purine nucleotide salvage",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000116337","AMPD2","GO_BP"
"357","GO:0033483~gas homeostasis",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000105974","CAV1","GO_BP"
"358","GO:0048023~positive regulation of melanin biosynthetic process",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000169554","ZEB2","GO_BP"
"359","GO:0048671~negative regulation of collateral sprouting",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000129682","FGF13","GO_BP"
"360","GO:0060502~epithelial cell proliferation involved in lung morphogenesis",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000066468","FGFR2","GO_BP"
"361","GO:0060768~regulation of epithelial cell proliferation involved in prostate gland development",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000116455","WDR77","GO_BP"
"362","GO:0060856~establishment of blood-brain barrier",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000122707","RECK","GO_BP"
"363","GO:0071476~cellular hypotonic response",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000065534","MYLK","GO_BP"
"364","GO:0071600~otic vesicle morphogenesis",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000066468","FGFR2","GO_BP"
"365","GO:0071838~cell proliferation in bone marrow",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000066468","FGFR2","GO_BP"
"366","GO:0072203~cell proliferation involved in metanephros development",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000136997","MYC","GO_BP"
"367","GO:0098903~regulation of membrane repolarization during action potential",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000105974","CAV1","GO_BP"
"368","GO:0098976~excitatory chemical synaptic transmission",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000105464","GRIN2D","GO_BP"
"369","GO:1900378~positive regulation of secondary metabolite biosynthetic process",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000169554","ZEB2","GO_BP"
"370","GO:1903596~regulation of gap junction assembly",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000105974","CAV1","GO_BP"
"371","GO:1904779~regulation of protein localization to centrosome",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000134982","APC","GO_BP"
"372","GO:1904851~positive regulation of establishment of protein localization to telomere",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000163468","CCT3","GO_BP"
"373","GO:1905150~regulation of voltage-gated sodium channel activity",1,"1/90","10/18669",0.0471869044501031,0.274468967446259,20.7433333333333,"ENSG00000129682","FGF13","GO_BP"
"374","GO:0050709~negative regulation of protein secretion",2,"2/90","72/18669",0.047257974107686,0.274468967446259,5.76203703703704,"ENSG00000163032/ENSG00000150907","VSNL1/FOXO1","GO_BP"
"375","GO:0060411~cardiac septum morphogenesis",2,"2/90","72/18669",0.047257974107686,0.274468967446259,5.76203703703704,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"376","GO:0070265~necrotic cell death",2,"2/90","72/18669",0.047257974107686,0.274468967446259,5.76203703703704,"ENSG00000105974/ENSG00000131389","CAV1/SLC6A6","GO_BP"
"377","GO:1901880~negative regulation of protein depolymerization",2,"2/90","72/18669",0.047257974107686,0.274468967446259,5.76203703703704,"ENSG00000129682/ENSG00000134982","FGF13/APC","GO_BP"
"378","GO:0003205~cardiac chamber development",3,"3/90","168/18669",0.0476505912361324,0.274468967446259,3.70416666666667,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"379","GO:0042692~muscle cell differentiation",5,"5/90","409/18669",0.0477451247046599,0.274468967446259,2.5358598207009,"ENSG00000066468/ENSG00000198947/ENSG00000111913/ENSG00000105971/ENSG00000152413","FGFR2/DMD/RIPOR2/CAV2/HOMER1","GO_BP"
"380","GO:1902904~negative regulation of supramolecular fiber organization",3,"3/90","170/18669",0.049050530132281,0.274468967446259,3.66058823529412,"ENSG00000105976/ENSG00000129682/ENSG00000134982","MET/FGF13/APC","GO_BP"
"381","GO:2000573~positive regulation of DNA biosynthetic process",2,"2/90","74/18669",0.0496335316082164,0.274468967446259,5.60630630630631,"ENSG00000136997/ENSG00000163468","MYC/CCT3","GO_BP"
"382","GO:0046661~male sex differentiation",3,"3/90","171/18669",0.0497580361854382,0.274468967446259,3.63918128654971,"ENSG00000145685/ENSG00000171552/ENSG00000013619","LHFPL2/BCL2L1/MAMLD1","GO_BP"
"2214","GO:1990909~Wnt signalosome",2,"2/88","13/19607",0.0015042786997679,0.144827970287139,34.277972027972,"ENSG00000122707/ENSG00000134982","RECK/APC","GO_CC"
"2215","GO:0043034~costamere",2,"2/88","16/19607",0.00229411040260671,0.144827970287139,27.8508522727273,"ENSG00000198947/ENSG00000152413","DMD/HOMER1","GO_CC"
"2216","GO:0031092~platelet alpha granule membrane",2,"2/88","17/19607",0.00259242346364752,0.144827970287139,26.2125668449198,"ENSG00000169851/ENSG00000145685","PCDH7/LHFPL2","GO_CC"
"2217","GO:0016328~lateral plasma membrane",3,"3/88","64/19607",0.0029872632764663,0.144827970287139,10.4440696022727,"ENSG00000198947/ENSG00000129682/ENSG00000134982","DMD/FGF13/APC","GO_CC"
"2218","GO:0042383~sarcolemma",4,"4/88","136/19607",0.00329266449207449,0.144827970287139,6.55314171122995,"ENSG00000105974/ENSG00000198947/ENSG00000129682/ENSG00000105971","CAV1/DMD/FGF13/CAV2","GO_CC"
"2219","GO:0098858~actin-based cell projection",5,"5/88","224/19607",0.0033811977498943,0.144827970287139,4.97336647727273,"ENSG00000079335/ENSG00000131389/ENSG00000198947/ENSG00000111913/ENSG00000129682","CDC14A/SLC6A6/DMD/RIPOR2/FGF13","GO_CC"
"2220","GO:0031253~cell projection membrane",6,"6/88","346/19607",0.00465945732328549,0.171068647440624,3.86370204939569,"ENSG00000082397/ENSG00000131389/ENSG00000198947/ENSG00000111913/ENSG00000071967/ENSG00000134982","EPB41L3/SLC6A6/DMD/RIPOR2/CYBRD1/APC","GO_CC"
"2221","GO:0009925~basal plasma membrane",5,"5/88","253/19607",0.0056477959263439,0.181435444133798,4.40329680201222,"ENSG00000131389/ENSG00000162407/ENSG00000105976/ENSG00000105281/ENSG00000151914","SLC6A6/PLPP3/MET/SLC1A5/DST","GO_CC"
"2222","GO:0032585~multivesicular body membrane",2,"2/88","27/19607",0.00649885967967851,0.18557854863082,16.5042087542088,"ENSG00000116857/ENSG00000115657","TMEM9/ABCB6","GO_CC"
"2223","GO:0045178~basal part of cell",5,"5/88","271/19607",0.00750136431664232,0.186542136929398,4.11082690372358,"ENSG00000131389/ENSG00000162407/ENSG00000105976/ENSG00000105281/ENSG00000151914","SLC6A6/PLPP3/MET/SLC1A5/DST","GO_CC"
"2224","GO:0002080~acrosomal membrane",2,"2/88","30/19607",0.00798429379853453,0.186542136929398,14.8537878787879,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_CC"
"2225","GO:0005604~basement membrane",3,"3/88","98/19607",0.00977740333724602,0.18873830021099,6.82061688311688,"ENSG00000065320/ENSG00000151914/ENSG00000114270","NTN1/DST/COL7A1","GO_CC"
"2226","GO:0043198~dendritic shaft",2,"2/88","38/19607",0.0126076453642079,0.18873830021099,11.7266746411483,"ENSG00000198121/ENSG00000152413","LPAR1/HOMER1","GO_CC"
"2227","GO:0062023~collagen-containing extracellular matrix",6,"6/88","431/19607",0.013005192037248,0.18873830021099,3.10171904661464,"ENSG00000065320/ENSG00000164176/ENSG00000066468/ENSG00000198910/ENSG00000151914/ENSG00000114270","NTN1/EDIL3/FGFR2/L1CAM/DST/COL7A1","GO_CC"
"2228","GO:0030175~filopodium",3,"3/88","109/19607",0.0130292400460783,0.18873830021099,6.13229774812344,"ENSG00000198947/ENSG00000111913/ENSG00000129682","DMD/RIPOR2/FGF13","GO_CC"
"2229","GO:0030055~cell-substrate junction",6,"6/88","432/19607",0.0131419907306284,0.18873830021099,3.09453914141414,"ENSG00000105974/ENSG00000198947/ENSG00000079308/ENSG00000105971/ENSG00000198910/ENSG00000151914","CAV1/DMD/TNS1/CAV2/L1CAM/DST","GO_CC"
"2230","GO:0030667~secretory granule membrane",5,"5/88","312/19607",0.0132294968038523,0.18873830021099,3.57062208624709,"ENSG00000105974/ENSG00000220205/ENSG00000169851/ENSG00000145685/ENSG00000105971","CAV1/VAMP2/PCDH7/LHFPL2/CAV2","GO_CC"
"2231","GO:0008021~synaptic vesicle",4,"4/88","209/19607",0.0145868127223253,0.18873830021099,4.26424532405394,"ENSG00000220205/ENSG00000171552/ENSG00000166128/ENSG00000106089","VAMP2/BCL2L1/RAB8B/STX1A","GO_CC"
"2232","GO:0030672~synaptic vesicle membrane",3,"3/88","114/19607",0.0146878054638903,0.18873830021099,5.86333732057416,"ENSG00000220205/ENSG00000171552/ENSG00000106089","VAMP2/BCL2L1/STX1A","GO_CC"
"2233","GO:0099501~exocytic vesicle membrane",3,"3/88","114/19607",0.0146878054638903,0.18873830021099,5.86333732057416,"ENSG00000220205/ENSG00000171552/ENSG00000106089","VAMP2/BCL2L1/STX1A","GO_CC"
"2234","GO:0070382~exocytic vesicle",4,"4/88","227/19607",0.0191557011413497,0.229589083601531,3.92611133360032,"ENSG00000220205/ENSG00000171552/ENSG00000166128/ENSG00000106089","VAMP2/BCL2L1/RAB8B/STX1A","GO_CC"
"2235","GO:0031201~SNARE complex",2,"2/88","48/19607",0.0196535402304812,0.229589083601531,9.28361742424242,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_CC"
"2236","GO:0030018~Z disc",3,"3/88","130/19607",0.0207669098217735,0.232047644530252,5.1416958041958,"ENSG00000198947/ENSG00000151914/ENSG00000152413","DMD/DST/HOMER1","GO_CC"
"2237","GO:0060076~excitatory synapse",2,"2/88","52/19607",0.0228385519102157,0.234191334093041,8.56949300699301,"ENSG00000066468/ENSG00000152413","FGFR2/HOMER1","GO_CC"
"2238","GO:0015629~actin cytoskeleton",6,"6/88","499/19607",0.0247822187126523,0.234191334093041,2.67903989797777,"ENSG00000065320/ENSG00000065534/ENSG00000198947/ENSG00000163171/ENSG00000106089/ENSG00000163995","NTN1/MYLK/DMD/CDC42EP3/STX1A/ABLIM2","GO_CC"
"2239","GO:0032420~stereocilium",2,"2/88","56/19607",0.0262208082434113,0.234191334093041,7.95738636363636,"ENSG00000079335/ENSG00000111913","CDC14A/RIPOR2","GO_CC"
"2240","GO:0031674~I band",3,"3/88","143/19607",0.0265795910600809,0.234191334093041,4.67426891290528,"ENSG00000198947/ENSG00000151914/ENSG00000152413","DMD/DST/HOMER1","GO_CC"
"2241","GO:0032589~neuron projection membrane",2,"2/88","60/19607",0.0297924296404086,0.234191334093041,7.42689393939394,"ENSG00000082397/ENSG00000111913","EPB41L3/RIPOR2","GO_CC"
"2242","GO:0005771~multivesicular body",2,"2/88","62/19607",0.0316468481720841,0.234191334093041,7.18731671554252,"ENSG00000116857/ENSG00000115657","TMEM9/ABCB6","GO_CC"
"2243","GO:0019005~SCF ubiquitin ligase complex",2,"2/88","63/19607",0.0325907965615728,0.234191334093041,7.07323232323232,"ENSG00000118564/ENSG00000123975","FBXL5/CKS2","GO_CC"
"2244","GO:0099699~integral component of synaptic membrane",3,"3/88","156/19607",0.0331746857853511,0.234191334093041,4.2847465034965,"ENSG00000131389/ENSG00000105464/ENSG00000106089","SLC6A6/GRIN2D/STX1A","GO_CC"
"2245","GO:0032421~stereocilium bundle",2,"2/88","65/19607",0.0345115908909188,0.234191334093041,6.85559440559441,"ENSG00000079335/ENSG00000111913","CDC14A/RIPOR2","GO_CC"
"2246","GO:0098862~cluster of actin-based cell projections",3,"3/88","161/19607",0.0359179033961999,0.234191334093041,4.15167984189723,"ENSG00000079335/ENSG00000111913/ENSG00000071967","CDC14A/RIPOR2/CYBRD1","GO_CC"
"2247","GO:0031228~intrinsic component of Golgi membrane",2,"2/88","69/19607",0.0384815678511454,0.234191334093041,6.45816864295125,"ENSG00000188706/ENSG00000106003","ZDHHC9/LFNG","GO_CC"
"2248","GO:0099240~intrinsic component of synaptic membrane",3,"3/88","167/19607",0.0393597275741664,0.234191334093041,4.00251769188895,"ENSG00000131389/ENSG00000105464/ENSG00000106089","SLC6A6/GRIN2D/STX1A","GO_CC"
"2249","GO:0030133~transport vesicle",5,"5/88","421/19607",0.0410263955011798,0.234191334093041,2.64616173612611,"ENSG00000220205/ENSG00000171552/ENSG00000105971/ENSG00000166128/ENSG00000106089","VAMP2/BCL2L1/CAV2/RAB8B/STX1A","GO_CC"
"2250","GO:0005925~focal adhesion",5,"5/88","422/19607",0.0413766059653895,0.234191334093041,2.63989121068505,"ENSG00000105974/ENSG00000079308/ENSG00000105971/ENSG00000198910/ENSG00000151914","CAV1/TNS1/CAV2/L1CAM/DST","GO_CC"
"2251","GO:0031252~cell leading edge",5,"5/88","422/19607",0.0413766059653895,0.234191334093041,2.63989121068505,"ENSG00000082397/ENSG00000065534/ENSG00000111913/ENSG00000134982/ENSG00000151914","EPB41L3/MYLK/RIPOR2/APC/DST","GO_CC"
"2252","GO:0044224~juxtaparanode region of axon",1,"1/88","10/19607",0.0439961151856469,0.234191334093041,22.2806818181818,"ENSG00000082397","EPB41L3","GO_CC"
"2253","GO:0045177~apical part of cell",5,"5/88","434/19607",0.0457215932469912,0.234191334093041,2.56689882697947,"ENSG00000113448/ENSG00000131389/ENSG00000111913/ENSG00000071967/ENSG00000152413","PDE4D/SLC6A6/RIPOR2/CYBRD1/HOMER1","GO_CC"
"2254","GO:0031461~cullin-RING ubiquitin ligase complex",3,"3/88","178/19607",0.0460892089063332,0.234191334093041,3.75517109295199,"ENSG00000130449/ENSG00000118564/ENSG00000123975","ZSWIM6/FBXL5/CKS2","GO_CC"
"2255","GO:0031256~leading edge membrane",3,"3/88","179/19607",0.0467275711629031,0.234191334093041,3.73419248349416,"ENSG00000082397/ENSG00000111913/ENSG00000134982","EPB41L3/RIPOR2/APC","GO_CC"
"2256","GO:0042641~actomyosin",2,"2/88","77/19607",0.0469101132841822,0.234191334093041,5.78719008264463,"ENSG00000065534/ENSG00000106089","MYLK/STX1A","GO_CC"
"2257","GO:0002178~palmitoyltransferase complex",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000188706","ZDHHC9","GO_CC"
"2258","GO:0005652~nuclear lamina",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000176619","LMNB2","GO_CC"
"2259","GO:0005832~chaperonin-containing T-complex",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000163468","CCT3","GO_CC"
"2260","GO:0030877~beta-catenin destruction complex",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000134982","APC","GO_CC"
"2261","GO:0033270~paranode region of axon",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000082397","EPB41L3","GO_CC"
"2262","GO:0035631~CD40 receptor complex",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000082512","TRAF5","GO_CC"
"2263","GO:0042589~zymogen granule membrane",1,"1/88","11/19607",0.0482890346051327,0.234191334093041,20.2551652892562,"ENSG00000220205","VAMP2","GO_CC"
"2264","GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane",2,"2/88","79/19607",0.0491139815282002,0.234191334093041,5.64067894131185,"ENSG00000162407/ENSG00000114270","PLPP3/COL7A1","GO_CC"
"2471","GO:0044325~transmembrane transporter binding",5,"5/88","128/18263",0.00038475220916695,0.118888432632588,8.10680042613636,"ENSG00000105974/ENSG00000113448/ENSG00000129682/ENSG00000106089/ENSG00000152413","CAV1/PDE4D/FGF13/STX1A/HOMER1","GO_MF"
"2472","GO:0050998~nitric-oxide synthase binding",2,"2/88","13/18263",0.00172973738549146,0.207206719479505,31.9283216783217,"ENSG00000105974/ENSG00000198947","CAV1/DMD","GO_MF"
"2473","GO:0042577~lipid phosphatase activity",2,"2/88","14/18263",0.00201171572310199,0.207206719479505,29.6477272727273,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","GO_MF"
"2474","GO:0140677~molecular function activator activity",3,"3/88","59/18263",0.00289238579415254,0.223436802598284,10.5525808936826,"ENSG00000113580/ENSG00000136997/ENSG00000105976","NR3C1/MYC/MET","GO_MF"
"2475","GO:0097110~scaffold protein binding",3,"3/88","66/18263",0.0039740190774092,0.233906854187664,9.43336776859504,"ENSG00000113448/ENSG00000105971/ENSG00000152413","PDE4D/CAV2/HOMER1","GO_MF"
"2476","GO:0051010~microtubule plus-end binding",2,"2/88","21/18263",0.00454188066383813,0.233906854187664,19.7651515151515,"ENSG00000134982/ENSG00000151914","APC/DST","GO_MF"
"2477","GO:0030674~protein-macromolecule adaptor activity",6,"6/88","347/18263",0.00661893953948354,0.261469271519334,3.58848572177102,"ENSG00000082397/ENSG00000105974/ENSG00000220205/ENSG00000105971/ENSG00000106089/ENSG00000152413","EPB41L3/CAV1/VAMP2/CAV2/STX1A/HOMER1","GO_MF"
"2478","GO:0051117~ATPase binding",3,"3/88","85/18263",0.00803382741183836,0.261469271519334,7.32473262032085,"ENSG00000105974/ENSG00000113448/ENSG00000125247","CAV1/PDE4D/TMTC4","GO_MF"
"2479","GO:0140678~molecular function inhibitor activity",3,"3/88","93/18263",0.0102686895696937,0.261469271519334,6.69464809384164,"ENSG00000234741/ENSG00000105974/ENSG00000106089","GAS5/CAV1/STX1A","GO_MF"
"2480","GO:0008200~ion channel inhibitor activity",2,"2/88","32/18263",0.0103658352924777,0.261469271519334,12.9708806818182,"ENSG00000105974/ENSG00000106089","CAV1/STX1A","GO_MF"
"2481","GO:0005096~GTPase activator activity",5,"5/88","275/18263",0.0106027892796174,0.261469271519334,3.77334710743802,"ENSG00000109436/ENSG00000133612/ENSG00000147799/ENSG00000142632/ENSG00000111490","TBC1D9/AGAP3/ARHGAP39/ARHGEF19/TBC1D30","GO_MF"
"2482","GO:0016248~channel inhibitor activity",2,"2/88","33/18263",0.0110003253390011,0.261469271519334,12.5778236914601,"ENSG00000105974/ENSG00000106089","CAV1/STX1A","GO_MF"
"2483","GO:0019239~deaminase activity",2,"2/88","33/18263",0.0110003253390011,0.261469271519334,12.5778236914601,"ENSG00000116337/ENSG00000189007","AMPD2/ADAT2","GO_MF"
"2484","GO:0016814~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",2,"2/88","36/18263",0.013003554154611,0.264658112805007,11.5296717171717,"ENSG00000116337/ENSG00000189007","AMPD2/ADAT2","GO_MF"
"2485","GO:0005484~SNAP receptor activity",2,"2/88","37/18263",0.0137039799510683,0.264658112805007,11.218058968059,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_MF"
"2486","GO:0035198~miRNA binding",2,"2/88","37/18263",0.0137039799510683,0.264658112805007,11.218058968059,"ENSG00000269821/ENSG00000234741","KCNQ1OT1/GAS5","GO_MF"
"2487","GO:0005200~structural constituent of cytoskeleton",3,"3/88","106/18263",0.0146004830988117,0.265385251619577,5.8736063464837,"ENSG00000082397/ENSG00000198947/ENSG00000176619","EPB41L3/DMD/LMNB2","GO_MF"
"2488","GO:0001046~core promoter sequence-specific DNA binding",2,"2/88","44/18263",0.0190473391701557,0.293121348843097,9.43336776859504,"ENSG00000113580/ENSG00000136997","NR3C1/MYC","GO_MF"
"2489","GO:0015175~neutral amino acid transmembrane transporter activity",2,"2/88","44/18263",0.0190473391701557,0.293121348843097,9.43336776859504,"ENSG00000131389/ENSG00000105281","SLC6A6/SLC1A5","GO_MF"
"2490","GO:0003779~actin binding",6,"6/88","438/18263",0.0191436440730872,0.293121348843097,2.84293275217933,"ENSG00000082397/ENSG00000065534/ENSG00000198947/ENSG00000079308/ENSG00000151914/ENSG00000163995","EPB41L3/MYLK/DMD/TNS1/DST/ABLIM2","GO_MF"
"2491","GO:0019887~protein kinase regulator activity",4,"4/88","217/18263",0.0208246203529841,0.293121348843097,3.82551319648094,"ENSG00000101255/ENSG00000129682/ENSG00000134982/ENSG00000123975","TRIB3/FGF13/APC/CKS2","GO_MF"
"2492","GO:0061980~regulatory RNA binding",2,"2/88","50/18263",0.0242112105336438,0.293121348843097,8.30136363636364,"ENSG00000269821/ENSG00000234741","KCNQ1OT1/GAS5","GO_MF"
"2493","GO:0061134~peptidase regulator activity",4,"4/88","229/18263",0.0247759156141119,0.293121348843097,3.62504962286622,"ENSG00000105974/ENSG00000122707/ENSG00000137558/ENSG00000114270","CAV1/RECK/PI15/COL7A1","GO_MF"
"2494","GO:0016597~amino acid binding",2,"2/88","54/18263",0.0279354017536255,0.293121348843097,7.68644781144781,"ENSG00000105464/ENSG00000182199","GRIN2D/SHMT2","GO_MF"
"2495","GO:0099106~ion channel regulator activity",3,"3/88","139/18263",0.029617365869035,0.293121348843097,4.4791530412034,"ENSG00000105974/ENSG00000129682/ENSG00000106089","CAV1/FGF13/STX1A","GO_MF"
"2496","GO:0030374~nuclear receptor coactivator activity",2,"2/88","56/18263",0.029878340291298,0.293121348843097,7.41193181818182,"ENSG00000116455/ENSG00000084676","WDR77/NCOA1","GO_MF"
"2497","GO:0019207~kinase regulator activity",4,"4/88","245/18263",0.0307071788207259,0.293121348843097,3.38831168831169,"ENSG00000101255/ENSG00000129682/ENSG00000134982/ENSG00000123975","TRIB3/FGF13/APC/CKS2","GO_MF"
"2498","GO:0060090~molecular adaptor activity",6,"6/88","491/18263",0.0312337282902423,0.293121348843097,2.53605813738197,"ENSG00000082397/ENSG00000105974/ENSG00000220205/ENSG00000105971/ENSG00000106089/ENSG00000152413","EPB41L3/CAV1/VAMP2/CAV2/STX1A/HOMER1","GO_MF"
"2499","GO:0016247~channel regulator activity",3,"3/88","144/18263",0.0323996562628212,0.293121348843097,4.32362689393939,"ENSG00000105974/ENSG00000129682/ENSG00000106089","CAV1/FGF13/STX1A","GO_MF"
"2500","GO:0004714~transmembrane receptor protein tyrosine kinase activity",2,"2/88","60/18263",0.0339200123504256,0.293121348843097,6.91780303030303,"ENSG00000066468/ENSG00000105976","FGFR2/MET","GO_MF"
"2501","GO:0019903~protein phosphatase binding",3,"3/88","149/18263",0.0353141584312093,0.293121348843097,4.17853874313606,"ENSG00000105976/ENSG00000108061/ENSG00000150907","MET/SHOC2/FOXO1","GO_MF"
"2502","GO:0005178~integrin binding",3,"3/88","156/18263",0.0396147463978115,0.293121348843097,3.99104020979021,"ENSG00000164176/ENSG00000162407/ENSG00000151914","EDIL3/PLPP3/DST","GO_MF"
"2503","GO:0015232~heme transmembrane transporter activity",1,"1/88","10/18263",0.047164737492798,0.293121348843097,20.7534090909091,"ENSG00000115657","ABCB6","GO_MF"
"2504","GO:0016595~glutamate binding",1,"1/88","10/18263",0.047164737492798,0.293121348843097,20.7534090909091,"ENSG00000105464","GRIN2D","GO_MF"
"2505","GO:0016742~hydroxymethyl-, formyl- and related transferase activity",1,"1/88","10/18263",0.047164737492798,0.293121348843097,20.7534090909091,"ENSG00000182199","SHMT2","GO_MF"
"2506","GO:0016832~aldehyde-lyase activity",1,"1/88","10/18263",0.047164737492798,0.293121348843097,20.7534090909091,"ENSG00000182199","SHMT2","GO_MF"
"2507","GO:0019869~chloride channel inhibitor activity",1,"1/88","10/18263",0.047164737492798,0.293121348843097,20.7534090909091,"ENSG00000106089","STX1A","GO_MF"
"2508","GO:0017022~myosin binding",2,"2/88","74/18263",0.0495833442392512,0.293121348843097,5.60902948402948,"ENSG00000198947/ENSG00000106089","DMD/STX1A","GO_MF"
"2780","hsa05230~Central carbon metabolism in cancer",5,"5/48","69/7984",5.34447143625765e-05,0.00956660387090119,12.0531400966184,"ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000105281/ENSG00000117020","FGFR2/MYC/MET/SLC1A5/AKT3","KEGG"
"2781","hsa05222~Small cell lung cancer",5,"5/48","92/7984",0.000210908140740342,0.0188762785962606,9.03985507246377,"ENSG00000136997/ENSG00000171552/ENSG00000117020/ENSG00000082512/ENSG00000123975","MYC/BCL2L1/AKT3/TRAF5/CKS2","KEGG"
"2782","hsa01521~EGFR tyrosine kinase inhibitor resistance",4,"4/48","79/7984",0.0012417565518821,0.0621670344899224,8.42194092827004,"ENSG00000066468/ENSG00000105976/ENSG00000171552/ENSG00000117020","FGFR2/MET/BCL2L1/AKT3","KEGG"
"2783","hsa04550~Signaling pathways regulating pluripotency of stem cells",5,"5/48","140/7984",0.00144186708540681,0.0621670344899224,5.94047619047619,"ENSG00000143995/ENSG00000066468/ENSG00000136997/ENSG00000117020/ENSG00000134982","MEIS1/FGFR2/MYC/AKT3/APC","KEGG"
"2784","hsa05226~Gastric cancer",5,"5/48","146/7984",0.00173650934329392,0.0621670344899224,5.69634703196347,"ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000117020/ENSG00000134982","FGFR2/MYC/MET/AKT3/APC","KEGG"
"2785","hsa05225~Hepatocellular carcinoma",5,"5/48","165/7984",0.00296400510549815,0.0884261523140281,5.04040404040404,"ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000117020/ENSG00000134982","MYC/MET/BCL2L1/AKT3/APC","KEGG"
"2786","hsa05213~Endometrial cancer",3,"3/48","58/7984",0.00499153796155741,0.109091313867662,8.60344827586207,"ENSG00000136997/ENSG00000117020/ENSG00000134982","MYC/AKT3/APC","KEGG"
"2787","hsa05202~Transcriptional misregulation in cancer",5,"5/48","188/7984",0.00517425816927439,0.109091313867662,4.42375886524823,"ENSG00000143995/ENSG00000136997/ENSG00000105976/ENSG00000171552/ENSG00000150907","MEIS1/MYC/MET/BCL2L1/FOXO1","KEGG"
"2788","hsa04919~Thyroid hormone signaling pathway",4,"4/48","121/7984",0.00584098273166599,0.109091313867662,5.49862258953168,"ENSG00000136997/ENSG00000084676/ENSG00000117020/ENSG00000150907","MYC/NCOA1/AKT3/FOXO1","KEGG"
